ticker,name,div_yld,eps,pe,1y_est,52wk_low,52wk_high,avg_vol,beta,mktcap,px,div,ev,trail_pe,fwd_pe,peg,px2sales,px2book,ev2rev,ev2ebitda,ebitda_b,ni_b,q_earnings_gr,q_rev_gr,roa,roe,rev_b,_5y_div_yld,bv_per_sh,cash_b,cash_per_sh,curr_ratio,debt_b,debt_to_eq,fcf_b,fwd_div,fwd_div_yld,gross_profit_b,insiders,institution,op_cf_b,oper_margin,payout_ratio,profit_margin,rev_sh,sh_float,sh_short,shares_out,short_ratio,short_to_float,short_to_out,address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,sector,audit,board,sh_holdr_rgts,comp,env_risk,esg_score,gov_risk,social_risk,dt_add,founded,hq,name_y,sector_y,sub_industry,perf_1y
SYF,Synchrony Financial ,2.36,2.27,16.42,45.72,12.15,40.69,5353243,1.81,21.772,37.28,0.88,,16.43,9.81,0.79,1.49,1.82,,,,1.34,1.00%,-2.80%,1.38%,9.97%,5.85,,20.49,11.52,19.73,,15.77,,,0.88,2.36%,5.85,0.37%,101.79%,,30.71%,38.77%,22.95%,9.94,539.81M,10.78M,584M,1.61,1.85%,1.85%,"777 Long Ridge Road,Stamford, CT 06902,United States",,1959,Ms. Margaret M. Keane,4.17,CEO & Director,1976,Mr. Brian D. Doubles,2.22,Pres,1969,Mr. Brian J. Wenzel Sr.,1.31,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 4; Compensation: 7.,Credit Services,Financial Services,1,3,4,7,0,19,7,12,11/18/2015,2003,"Stamford, Connecticut",Synchrony Financial,Financials,Consumer Finance,11.66%
SNPS,"Synopsys, Inc. ",,4.27,67.14,272.36,104.9,287.11,756258,1.09,43.874,286.7,,41.19B,63.92,43.48,2.81,11.53,8.51,11.18,48.28,0.81457,0.66435,22.90%,20.50%,5.68%,14.74%,3.69,,32.15,1.24,8.07,1.19,0.66349,13.51,0.76949,,,2.94,0.65%,90.88%,0.99131,17.81%,0.00%,18.03%,24.38,152.01M,1.79M,153.03M,2.69,1.33%,1.17%,"690 East Middlefield Road,Mountain View, CA 94043,United States",15036,1954,Dr. Aart J. de Geus,1.84,"Co-Founder, Chairman & Co-CEO",1949,Dr. Chi-Foon  Chan,1.84,"Co-CEO, Pres & Director",1969,Mr. Trac  Pham,0.86965,Chief Financial Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 8; Compensation: 6.,Software—Infrastructure,Technology,1,8,8,6,1,15,4,9,3/16/2017,1986,"Mountain View, California",Synopsys Inc.,Information Technology,Application Software,79.28%
SYY,Sysco Corporation ,2.36,-0.66,,79.13,26,79.96,2933180,1.41,38.904,76.22,1.8,47.61B,130.45,50.76,3.39,0.85,27.24,1.04,46.44,1.57,-0.33753,-82.40%,-23.10%,2.53%,-16.77%,45.9,2.39,2.8,5.79,11.34,1.78,14.51,991.92,1.72,1.8,2.36%,9.9,0.14%,83.63%,1.8,1.85%,,-0.74%,90.17,509.51M,7.4M,510.41M,3.03,1.52%,1.45%,"1390 Enclave Parkway,Houston, TX 77077-2099,United States",57000,1973,Mr. Kevin P. Hourican,4.9,"Pres, CEO & Director",1964,Mr. Greg D. Bertrand,1.04,Exec. VP of U.S. Foodservice Operations,1971,Mr. Joel T. Grade,0.98766,Exec. VP of Bus. Devel.,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 6; Compensation: 6.,Food Distribution,Consumer Defensive,1,1,6,6,2,12,4,5,12/31/1986,1969,"Houston, Texas",Sysco Corp.,Consumer Staples,Food Distributors,-0.77%
TMUS,"T-Mobile US, Inc. ",,2.65,47,153.3,63.5,135.54,3841725,0.57,154.481,124.4,,248.31B,52.49,41.49,2.08,2.1,2.36,3.63,12.17,23.57,2.74,-0.10%,71.20%,4.10%,5.83%,68.4,,52.62,10.39,8.36,1.1,107.25,164.13,5.09,,,40.78,52.72%,41.89%,8.64,13.77%,0.00%,4.48%,59.78,582.33M,12.98M,1.24B,3.46,3.30%,1.04%,"12920 SE 38th Street,Bellevue, WA 98006-1350,United States",,1970,Mr. G. Michael Sievert,4.84,"Pres, CEO, COO & Director",1963,Mr. Neville R. Ray,3.65,Pres of Technology,1977,Mr. Peter  Osvaldik,,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 9; Compensation: 10.,Telecom Services,Communication Services,1,10,9,10,5,27,8,15,7/15/2019,1994,"Bellevue, Washington",T-Mobile US,Communication Services,Wireless Telecommunication Services,23.83%
TROW,"T. Rowe Price Group, Inc. ",2.65,9.98,16.35,174.77,82.51,169,1060611,,36.954,163.2,4.32,34.05B,16.02,13.7,1.63,5.95,4.7,5.49,12.4,2.94,2.31,43.70%,18.00%,17.17%,28.85%,6.21,2.66,33.98,2.15,9.49,3.9,,,,4.32,2.65%,3.59,1.72%,71.99%,,44.24%,36.07%,38.23%,27.13,224.18M,5.08M,227.55M,4.35,2.26%,2.24%,"100 East Pratt Street,Baltimore, MD 21202,United States",,1960,"Mr. William J. Stromberg C.F.A., CFA",8.94,"Chairman, CEO & Pres",1981,Ms. CÃ©line S. DufÃ©tel,3.98,"CFO, Treasurer & VP",1971,"Mr. Robert W. Sharps C.F.A., CPA, CFA, CPA",9.14,"Head of Investments, Group Chief Investment Officer & VP",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 6; Compensation: 6.,Asset Management,Financial Services,1,6,6,6,2,20,6,12,,1937,"Baltimore, Maryland",T. Rowe Price Group,Financials,Asset Management & Custody Banks,18.44%
TTWO,"Take-Two Interactive Software, Inc. ",,4.27,46.17,215.7,100,214.91,1450043,0.63,22.704,197.12,,22.35B,51.66,37.04,3.13,7.28,8.46,6.79,28.79,0.6029,0.4928,11.40%,-7.40%,6.02%,17.73%,3.29,,28.81,2.42,22.1,1.78,0.18738,5.94,0.66017,,,1.55,1.76%,95.33%,1.03,15.87%,0.00%,14.96%,28.85,109.12M,2.07M,115.11M,1.76,2.04%,1.80%,"110 West 44th Street,New York, NY 10036,United States",5800,1957,Mr. Strauss H. Zelnick,0.08776,Exec. Chairman & CEO,1970,Mr. Karl  Slatoff,0.02251,Pres,1968,Ms. Lainie  Goldstein,2.57,Chief Financial Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 5; Compensation: 4.,Electronic Gaming & Multimedia,Communication Services,1,6,5,4,,,,,3/19/2018,1993,"New York, New York",Take-Two Interactive,Communication Services,Interactive Home Entertainment,76.20%
TPR,"Tapestry, Inc. ",,-1.55,,41.92,10.18,40.18,4535311,1.48,10.869,39.12,,13.03B,7.06,17.24,1.09,2.34,3.76,2.8,-87.72,0.7835,-0.4282,4.10%,-7.20%,4.14%,-13.78%,4.65,4.15,10.41,1.65,5.95,1.88,3.81,131.92,0.61781,,,3.36,0.24%,89.75%,0.5916,12.01%,,-9.22%,16.78,277.1M,6.97M,277.84M,1.6,3.20%,2.51%,"10 Hudson Yards,New York, NY 10001,United States",12400,1964,Ms. Joanne C. Crevoiserat,1.63,CEO & Director,1964,Mr. Todd  Kahn,0.77266,"Pres, Chief Admin. Officer and Interim CEO & Brand Pres of Coach",1961,Ms. Andrea Shaw Resnick,0.62808,Interim CFO and Global Head of IR & Corp. Communications,The pillar scores are Audit: 2; Board: 1; Shareholder Rights: 7; Compensation: 9.,Luxury Goods,Consumer Cyclical,2,1,7,9,1,14,5,7,"
",2017,"New York, New York","Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",36.33%
TGT,Target Corporation ,1.43,7.54,25.26,201.09,90.17,199.96,4079041,1,95.352,190.41,2.72,105.95B,25.72,22.47,1.83,1.11,7.29,1.2,12.61,8.74,3.82,42.00%,21.30%,8.21%,30.74%,88.62,3.05,26.6,6.02,12.01,1.05,15.02,112.8,5.99,2.72,1.43%,23.25,0.21%,82.59%,10,6.99%,35.28%,4.31%,176.54,499.27M,5.21M,500.77M,1.29,1.04%,1.04%,"1000 Nicollet Mall,Minneapolis, MN 55403,United States",368000,1959,Mr. Brian C. Cornell,5.32,Chairman & CEO,1977,Mr. Michael J. Fiddelke,1.11,Exec. VP & CFO,1966,Mr. John J. Mulligan,3.82,Exec. VP & COO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 1; Compensation: 3.,Discount Stores,Consumer Defensive,1,6,1,3,2,15,5,8,12/31/1976,1902,"Minneapolis, Minnesota",Target Corp.,Consumer Discretionary,General Merchandise Stores,62.46%
TEL,TE Connectivity Ltd. ,1.52,0.34,370.96,135.56,48.62,131.97,1731704,1.38,42.225,127.61,1.92,44.96B,451.75,22.03,1.61,3.34,4.24,3.59,35.57,2.57,0.093,1365.40%,11.20%,5.73%,0.91%,12.53,2,29.78,1.1,3.32,1.59,4.35,43.62,1.47,1.92,1.52%,3.73,0.19%,94.89%,2.22,14.74%,678.57%,0.91%,37.84,328.01M,2.37M,331.05M,1.32,0.80%,0.72%,"MUehlenstrasse 26,Schaffhausen 8200,Switzerland",80000,1968,Mr. Terrence R. Curtin CPA,1.96,CEO & Exec. Director,1971,Mr. Heath A. Mitts,0.95,Exec. VP & CFO,1966,Mr. John S. Jenkins Jr.,0.76875,Exec. VP &  Gen. Counsel,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 7; Compensation: 3.,Electronic Components,Technology,1,8,7,3,7,16,5,5,10/17/2011,2007,"Schaffhausen, Switzerland",TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,41.09%
FTI,TechnipFMC plc ,1.31,-12.64,,12.65,4.49,18.03,7224651,2.49,4.485,10.35,0.13,5.23B,,14.53,1.16,0.36,1.15,0.39,-1.17,1.31,-5.66,,0.00%,2.41%,-78.32%,13.35,,9.32,4.36,9.69,1.1,4.69,109.75,0.46004,0.13,1.31%,2.46,0.68%,83.64%,0.6612,6.30%,,-42.41%,29.81,422.82M,20.17M,449.47M,2.38,4.50%,4.49%,"One St. Paulâs Churchyard,London EC4M 8AP,United Kingdom",37000,1964,Mr. Douglas J. Pferdehirt,4.53,Chairman & CEO,1967,Mr. Justin J. Rounce,1.64,Exec. VP & Chief Technology Officer,1970,Mr. Alf T. Melin,,Exec. VP & CFO,The pillar scores are Audit: 5; Board: 7; Shareholder Rights: 9; Compensation: 4.,Oil & Gas Equipment & Services,Energy,5,7,9,4,,,,,6/5/2009,2017 (1958),London,TechnipFMC,Energy,Oil & Gas Equipment & Services,-39.81%
TDY,Teledyne Technologies Incorporated ,,10.6,36.68,429.2,195.34,398.68,270461,1.07,14.373,388.96,,14.45B,36.56,,,4.77,4.44,4.68,29.8,0.60887,0.4019,14.20%,-3.00%,6.38%,13.52%,3.09,,84.96,0.6731,17.71,2.26,0.7785,24.11,,,,1.18,1.50%,89.31%,,15.95%,0.00%,13.02%,81.43,37.41M,1.74M,36.95M,3.92,5.62%,4.70%,"1049 Camino Dos Rios,Thousand Oaks, CA 91360-2362,United States",,1941,Dr. Robert  Mehrabian,2.53,Exec. Chairman,1952,Mr. Aldo  Pichelli,1.97,Pres & CEO,1959,Ms. Susan L. Main,0.95039,Sr. VP & CFO,The pillar scores are Audit: 2; Board: 5; Shareholder Rights: 9; Compensation: 5.,Scientific & Technical Instruments,Technology,2,5,9,5,,,,,6/22/2020,1960,"Thousand Oaks, California",Teledyne Technologies,Industrials,Aerospace & Defense,-0.18%
TFX,Teleflex Incorporated ,0.33,7.77,52.32,445.09,221.27,414.72,227061,1.21,18.932,406.55,1.36,20.43B,51.37,32.05,5.23,7.51,5.74,8.15,30.43,0.65375,0.36701,-49.10%,-3.10%,4.17%,12.05%,2.51,0.56,69.5,0.37328,8.02,2.99,2.22,68.57,0.22611,1.36,0.33%,1.49,0.34%,92.76%,0.38866,17.14%,17.53%,14.66%,54,46.41M,570.6k,46.57M,2.76,1.59%,1.23%,"550 East Swedesford Road,Suite 400,Wayne, PA 19087-1603,United States",14400,1967,Mr. Liam J. Kelly,2.33,"Chairman, Pres & CEO",1962,Mr. Thomas E. Powell,1.2,Exec. VP & CFO,1965,Mr. Cameron P. Hicks,0.55786,Corp. VP of HR & Communications,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 9; Compensation: 5.,Medical Instruments & Supplies,Healthcare,1,5,9,5,5,29,8,16,1/18/2019,1943,"Wayne, Pennsylvania",Teleflex,Health Care,Health Care Equipment,4.75%
TER,"Teradyne, Inc. ",0.3,4.28,31.55,131.6,42.87,143.4,1643383,1.36,22.424,135.04,0.4,20.47B,30.16,28.49,,7.57,9.71,6.56,19.4,1.03,0.78415,57.00%,15.90%,17.55%,42.53%,3.12,0.78,13.29,1.44,8.65,3.45,0.47276,21.42,0.43871,0.4,0.30%,1.79,0.27%,98.98%,0.86893,28.96%,9.35%,25.12%,18.79,165.4M,6.83M,166.06M,3.86,5.25%,4.11%,"600 Riverpark Drive,North Reading, MA 01864,United States",5500,1961,Mr. Mark E. Jagiela,2.63,"Pres, CEO & Director",1969,Mr. Sanjay  Mehta,1.73,"CFO, VP & Treasurer",1962,Mr. Charles Jeffrey Gray,0.84539,"VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 6; Compensation: 2.,Semiconductor Equipment & Materials,Technology,1,7,6,2,8,21,6,7,9/21/2020,1960,"North Reading, Massachusetts",Teradyne,Information Technology,Semiconductor Equipment,111.32%
TSLA,"Tesla, Inc. ",,0.64,1268.22,610.34,70.1,900.4,43642508,2.09,779.075,811.66,,829.39B,1.64k,208.33,1.7,31.19,51.7,26.3,196.35,4.27,0.69,157.10%,45.50%,2.82%,5.42%,31.54,,23.15,19.38,20.19,1.88,13.34,56.32,3.4,,,6.63,19.99%,42.53%,5.94,6.19%,0.00%,2.29%,33.8,769.14M,52.38M,959.85M,1.4,6.79%,5.46%,"3500 Deer Creek Road,Palo Alto, CA 94304,United States",70757,1972,Mr. Elon R. Musk,0.02376,"Co-Founder, CEO & Director",1985,Mr. Zachary J. Kirkhorn,0.27606,Chief Financial Officer,1973,Mr. Jerome  Guillen,0.30115,Pres of Automotive Division,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 10; Compensation: 10.,Auto Manufacturers,Consumer Cyclical,2,10,10,10,3,31,11,17,12/21/2020,2003,"Palo Alto, California","Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,375.37%
TXN,Texas Instruments Incorporated ,2.34,5.97,30.03,179.62,93.09,179.48,4245419,1.06,164.925,179.22,4.08,160.32B,29.09,26.45,2.64,11.21,17.4,11.09,22.27,6.86,5.57,57.80%,21.70%,19.82%,61.84%,14.46,2.45,9.99,6.57,7.14,4.28,7.12,77.49,4.07,4.08,2.28%,9.27,0.23%,86.66%,6.14,40.97%,62.31%,38.69%,15.7,918.73M,12.05M,919.35M,2.6,1.31%,1.31%,"12500 TI Boulevard,Dallas, TX 75243,United States",30000,1959,Mr. Richard K. Templeton,5.43,"Chairman, Pres & CEO",1973,Mr. Rafael R. Lizardi,1.86,"Sr. VP of Fin. & Operations, CFO and Chief Accounting Officer",1969,Mr. Haviv  Ilan,2.06,Exec. VP & COO,The pillar scores are Audit: 2; Board: 6; Shareholder Rights: 3; Compensation: 7.,Semiconductors,Technology,2,6,3,7,6,18,6,5,,1930,"Dallas, Texas",Texas Instruments,Information Technology,Semiconductors,36.88%
TXT,Textron Inc. ,0.16,1.35,37.54,51.42,20.26,50.86,1158954,1.73,11.59,50.64,0.08,12.85B,41.47,17.76,,0.93,1.93,1.07,15.28,1.01,0.309,18.60%,-9.10%,2.58%,5.44%,11.65,0.18,25.48,2.15,9.36,2.26,4.48,76.65,1.22,0.08,0.16%,0.751,0.45%,86.85%,0.832,5.40%,,2.65%,50.88,228.23M,2.84M,228.88M,2.53,1.66%,1.24%,"40 Westminster Street,Providence, RI 02903,United States",,1962,Mr. Scott C. Donnelly,3.07,"Chairman, Pres & CEO",1960,Mr. Frank Thomas Connor,2.02,Exec. VP & CFO,1960,Mr. E. Robert Lupone,1.45,"Exec. VP, Gen. Counsel, Sec. & Chief Compliance Officer",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 5; Compensation: 9.,Aerospace & Defense,Industrials,1,9,5,9,10,35,7,18,12/31/1978,1923,"Providence, Rhode Island",Textron Inc.,Industrials,Aerospace & Defense,6.82%
TMO,Thermo Fisher Scientific Inc. ,0.18,15.96,30.96,567.06,250.21,532.57,1819517,0.81,195.809,494.05,0.88,207.90B,31.06,23.53,1.7,6.14,5.69,6.45,20.58,10.21,6.38,149.30%,54.50%,7.74%,19.87%,32.22,0.3,86.92,10.33,26.01,2.13,21.74,62.99,5.62,0.88,0.18%,16.51,0.15%,91.36%,8.29,24.48%,5.51%,19.79%,81.36,396.08M,2.95M,396.34M,1.73,0.74%,0.74%,"168 Third Avenue,Waltham, MA 02451,United States",80000,1968,Mr. Marc N. Casper,6.27,"Chairman, Pres & CEO",1967,Mr. Stephen  Williamson,1.74,Sr. VP & CFO,1963,Mr. Mark P. Stevenson,2.78,Exec. VP & COO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 6; Compensation: 6.,Diagnostics & Research,Healthcare,1,9,6,6,2,14,6,6,,2006 (1902),"Waltham, Massachusetts",Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,50.53%
TJX,"The TJX Companies, Inc. ",1.51,0.62,110.96,75.83,32.72,70.96,7381654,0.98,82.867,69.02,1.04,87.10B,112.02,25.06,3.39,2.46,14.74,2.61,44.78,1.92,0.74974,4.60%,-3.20%,2.34%,13.50%,33.4,1.36,4.64,10.58,8.81,1.41,15.64,281,5.25,1.04,1.51%,14.85,0.09%,92.48%,6.47,3.13%,75.41%,2.24%,27.85,1.2B,9.83M,1.2B,1.7,0.82%,0.82%,"770 Cochituate Road,Framingham, MA 01701,United States",286000,1954,Ms. Carol M. Meyrowitz,4.35,Exec. Chairman,1961,Mr. Ernie L. Herrman,7.25,"CEO, Pres & Director",1954,Mr. Scott  Goldenberg,2.53,Sr. EVP & CFO,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 3; Compensation: 9.,Apparel Retail,Consumer Cyclical,1,5,3,9,2,15,5,7,9/30/1985,1987,"Framingham, Massachusetts",TJX Companies Inc.,Consumer Discretionary,Apparel Retail,7.15%
TSCO,Tractor Supply Company ,1.33,6.38,24.66,161.5,63.89,160.92,1305704,1,18.328,157.33,2.08,20.52B,24.25,24.27,1.98,1.85,9.7,1.93,16.9,1.29,0.74896,-5.70%,31.30%,10.85%,42.91%,10.62,1.32,16.51,1.34,11.52,1.87,3.54,184.09,0.9021,2.08,1.33%,3.76,0.46%,92.30%,1.39,10.08%,23.51%,7.05%,91.26,115.91M,4.34M,116.5M,3.44,4.21%,3.73%,"5401 Virginia Way,Brentwood, TN 37027,United States",42000,1972,Mr. Kurt D. Barton,0.94303,"Exec. VP, CFO & Treasurer",1973,Mr. Robert D. Mills,0.90559,"Exec. VP and Chief Technology, Digital Commerce & Strategy Officer",1957,Mr. Benjamin F. Parrish Jr.,1.05,Exec. Officer,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 1; Compensation: 3.,Specialty Retail,Consumer Cyclical,1,1,1,3,3,16,4,8,1/24/2014,1938,"Brentwood, Tennessee",Tractor Supply Company,Consumer Discretionary,Specialty Stores,63.48%
TT,Trane Technologies plc ,,,,159.44,70,156.27,1347779,1.24,35.972,150.87,,37.76B,37.06,28.65,18.13,2.91,5.57,3.03,20.62,1.86,0.9772,-17.40%,-23.40%,5.06%,14.43%,12.45,1.83,,3.29,13.47,1.59,5.27,82.03,1.79,,,3.8,0.42%,85.12%,1.44,12.56%,52.74%,6.86%,51.23,243.46M,2.13M,238.43M,1.62,0.89%,0.89%,"170/175 Lakeview Drive,Airside Business Park,Swords,Ireland",35000,1964,Mr. Michael W. Lamach,4.76,Chairman & CEO,1963,Mr. David S. Regnery,1.78,Pres & COO,1962,Mr. Paul A. Camuti,1.18,"Exec. VP, Chief Technology & Strategy Officer and Member of Advisory Council",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 7; Compensation: 5.,Specialty Industrial Machinery,Industrials,1,7,7,5,7,15,5,2,11/17/2010,1871,"Dublin, Ireland",Trane Technologies plc,Industrials,Building Products,34.20%
TDG,TransDigm Group Incorporated ,,6.57,87.52,667.5,200.06,660.02,309195,1.67,31.447,575.02,,47.92B,73.3,51.55,6.78,6.7,,10.1,26.33,1.89,0.396,-83.60%,-24.40%,5.50%,,4.75,,-68.21,4.91,89.73,4.53,20.48,,-1.08,,,2.69,1.28%,99.01%,1.05,34.05%,0.00%,9.38%,83.82,54.12M,1.99M,54.69M,7.21,4.93%,3.64%,"The Tower at Erieview,Suite 3000 1301 East 9th Street,Cleveland, OH 44114,United States",14200,1952,Mr. Walter Nicholas Howley,56.24,Exec. Chairman,1966,Dr. Kevin M. Stein,14.6,"Pres, CEO & Director",1983,Mr. Michael J. Lisman,3.48,Chief Financial Officer,The pillar scores are Audit: 5; Board: 10; Shareholder Rights: 8; Compensation: 10.,Aerospace & Defense,Industrials,5,10,8,10,11,40,8,20,6/3/2016,1993,"Cleveland, Ohio",TransDigm Group,Industrials,Aerospace & Defense,-10.13%
TRV,"The Travelers Companies, Inc. ",2.33,10.52,13.91,151.6,76.99,152.29,1395395,0.78,36.936,146.34,3.4,42.39B,13.77,13.35,1.25,1.15,1.25,1.33,,4.37,2.68,50.10%,4.10%,1.97%,9.78%,31.98,2.34,115.69,6.23,24.69,0.39,6.55,22.43,9.17,3.4,2.32%,8.09,0.29%,84.50%,6.52,11.18%,32.03%,8.43%,126.16,251.54M,6.21M,252.21M,4.31,2.47%,2.46%,"485 Lexington Avenue,New York, NY 10017-2630,United States",30000,1966,Mr. Alan David Schnitzer,7.1,Chairman & CEO,1965,Mr. Daniel Stephen Frey,2.44,Exec. VP & CFO,1969,Mr. Avrohom J. Kess,3.57,Vice Chairman & Chief Legal Officer,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 1; Compensation: 7.,Insurance—Property & Casualty,Financial Services,1,7,1,7,2,22,11,9,8/21/2002,1853,"New York, New York",The Travelers Companies Inc.,Financials,Property & Casualty Insurance,7.42%
TRMB,Trimble Inc. ,,1.55,47.12,76.4,20.01,74.9,2021111,,18.273,73.04,,20.11B,38.34,32.05,3.2,5.93,5.53,6.39,30.01,0.6431,0.3899,-35.40%,0.70%,4.12%,11.63%,3.15,,14.34,0.2377,0.95,0.98,1.66,46.03,0.4627,,,1.85,0.47%,97.65%,0.672,14.16%,0.00%,12.39%,12.57,249.47M,2.44M,250.18M,0.64,1.09%,0.98%,"935 Stewart Drive,Sunnyvale, CA 94085,United States",,1952,Mr. Steven W. Berglund,1.3,Exec. Chairman,1972,Mr. Robert G. Painter,0.63137,"CEO, Pres & Director",1963,Mr. Bryn A. Fosburgh,0.53906,Sr. VP,The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 5; Compensation: 5.,Scientific & Technical Instruments,Technology,2,9,5,5,4,13,5,4,1/21/2021,1978,"Sunnyvale, California",Trimble Inc.,Information Technology,Electronic Equipment & Instruments,62.14%
TFC,Truist Financial Corporation ,3.35,,,56.9,24.01,55.47,5629632,1.32,71.198,52.78,1.8,,17.2,15.08,3.02,3.2,1.14,,,,4.18,84.30%,58.50%,0.91%,6.53%,20.37,3.1,,24.48,18.15,,45.69,,,1.8,3.35%,20.37,0.26%,74.39%,,36.22%,58.44%,22.00%,15.12,1.34B,9.44M,1.35B,1.67,0.70%,0.70%,"214 North Tryon Street,Charlotte, NC 28202,United States",53693,1948,Mr. Kelly Stuart King,6.28,Chairman & CEO,1958,Mr. William Henry Rogers Jr.,3.52,"Pres, COO & Director",1961,Mr. Daryl N. Bible,2.68,Sr. EVP & CFO,The pillar scores are Audit: 3; Board: 4; Shareholder Rights: 3; Compensation: 4.,Banks—Regional,Financial Services,3,4,3,4,,,,,12/4/1997,1872,"Charlotte, North Carolina",Truist Financial,Financials,Regional Banks,0.00%
TWTR,"Twitter, Inc. ",,-1.44,,58.34,20,69.02,15417843,0.75,54.529,68.56,,44.29B,21.91,66.67,,13.71,6.1,11.92,74.16,0.52184,-1.14,87.00%,28.00%,0.13%,-13.62%,3.72,,10.04,7.47,9.41,4.42,4.48,56.26,0.13102,,,2.35,2.27%,76.36%,0.99287,0.72%,0.00%,-30.56%,4.72,774.41M,17.69M,795.35M,0.93,2.54%,2.22%,"1355 Market Street,Suite 900,San Francisco, CA 94103,United States",5500,1977,Mr. Jack  Dorsey,1,"Co-Founder, CEO & Director",1974,Mr. Ned D. Segal,0.57608,Chief Financial Officer,1975,Ms. Vijaya  Gadde Esq.,0.57608,"Chief Legal Officer, Head of Legal, Policy and Trust & Sec.",The pillar scores are Audit: 2; Board: 2; Shareholder Rights: 9; Compensation: 9.,Internet Content & Information,Communication Services,2,2,9,9,3,25,9,13,6/7/2018,2006,"San Francisco, California","Twitter, Inc.",Communication Services,Interactive Media & Services,88.91%
TYL,"Tyler Technologies, Inc. ",,4.69,99.37,479.5,247.22,466.65,263388,0.6,18.794,466.05,,17.62B,99.04,76.92,5.68,16.55,9.57,15.78,69.2,0.22262,0.19482,15.60%,-1.90%,4.50%,10.81%,1.12,,49.16,0.70915,17.55,1.97,0.02218,1.12,0.28762,,,0.54251,1.32%,95.14%,0.35509,15.49%,0.00%,17.45%,27.89,39.89M,882.32k,40.33M,3.63,2.54%,2.19%,"5101 Tennyson Parkway,Plano, TX 75024,United States",,1960,Mr. John S. Marr Jr.,0.58024,Exec. Chairman,1968,Mr. H. Lynn Moore Jr.,0.96576,"CEO, Pres & Director",1959,Mr. Brian K. Miller,0.74273,"Exec. VP, CFO & Treasurer",The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 9; Compensation: 5.,Software—Application,Technology,1,8,9,5,,,,,6/22/2020,1966,"Plano, Texas",Tyler Technologies,Information Technology,Application Software,42.61%
TSN,"Tyson Foods, Inc. ",2.72,5.86,11.15,76.23,42.57,81.7,2490100,0.8,23.832,65.34,1.78,33.75B,11.15,10.98,1.23,0.55,1.54,0.79,7.66,5.01,2.14,87.50%,5.30%,7.07%,14.42%,43.19,1.67,42.37,1.42,3.9,1.86,11.87,76.09,2.51,1.78,2.72%,5.9,2.58%,82.45%,3.87,8.88%,28.67%,4.96%,118.97,286.25M,3.76M,294.79M,1.74,1.46%,1.03%,"2200 West Don Tyson Parkway,Springdale, AR 72762-6999,United States",139000,1974,Mr. Samuel Dean Banks Jr.,8.12,"CEO, Pres & Non-Independent Director",1958,Mr. Noel  White,3.86,Exec. Vice Chairman,1965,Mr. Stewart F. Glendinning,1.82,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 10; Compensation: 6.,Farm Products,Consumer Defensive,1,9,10,6,13,36,10,13,,1935,"Springdale, Arkansas",Tyson Foods,Consumer Staples,Packaged Foods & Meats,-18.20%
