address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,name_tk,sector
"1999 Bryan Street,Suite 1200,Dallas, TX 75201,United States","55,000",1958,Mr. Steven J. Demetriou,3.31M,Chairman & CEO,1968,Mr. Robert V. Pragada,1.6M,Pres & COO,1959,Mr. Kevin C. Berryman,1.57M,Pres & CFO,The pillar scores are Audit: 3; Board: 1; Shareholder Rights: 9; Compensation: 5.,Engineering & Construction,Jacobs Engineering Group Inc. (J),Industrials
"615 J.B. Hunt Corporate Drive,Lowell, AR 72745-0130,United States",,1964,Mr. John N. Roberts III,1.03M,"Pres, CEO & Director",1963,Mr. Nicholas  Hobbs,542.72k,"Pres of Contract Services, Exec. VP & COO",1972,Ms. Shelley  Simpson,549.3k,Chief Commercial Officer and Exec. VP of People & HR,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 8; Compensation: 5.,Integrated Freight & Logistics,"J.B. Hunt Transport Services, Inc. (JBHT)",Industrials
"One Strawberry Lane,Orrville, OH 44667-0280,United States","7,300",1948,Mr. Richard K. Smucker,1.6M,Exec. Chairman,1970,Mr. Mark T. Smucker,2.39M,"CEO, Pres & Director",1968,Mr. John P. Brase,493.51k,Chief Operating Officer,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 8; Compensation: 7.,Packaged Foods,The J. M. Smucker Company (SJM),Consumer Defensive
"One Johnson & Johnson Plaza,New Brunswick, NJ 08933,United States",,1960,Mr. Alex  Gorsky,5.58M,Chairman & CEO,1967,Mr. Joseph J. Wolk CPA,2.01M,Exec. VP & CFO,1962,Dr. Paulus A. Stoffels,3.68M,Chief Scientific Officer,The pillar scores are Audit: 5; Board: 4; Shareholder Rights: 5; Compensation: 9.,Drug Manufacturers—General,Johnson & Johnson (JNJ),Healthcare
"One Albert Quay,Cork T12 X8N6,Ireland","97,000",1960,Mr. George R. Oliver,4.23M,Chairman & CEO,1965,Mr. Olivier C. Leonetti,866.9k,Exec. VP & CFO,1961,Mr. Jeffrey M. Williams,3.76M,"VP and Pres of Global Products, Building Technologies & Solutions",The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 8; Compensation: 7.,Engineering & Construction,Johnson Controls International plc (JCI),Industrials
"383 Madison Avenue,New York, NY 10179,United States","255,351",1956,Mr. James  Dimon,7.08M,Chairman & CEO,1963,Mr. Daniel Eduardo Pinto,8.31M,"Co-Pres, COO and CEO of Corp. & Investment Bank",1958,Mr. Gordon A. Smith,9.45M,"Co-Pres, COO and CEO of Consumer & Community Banking",The pillar scores are Audit: 5; Board: 2; Shareholder Rights: 3; Compensation: 9.,Banks—Diversified,JPMorgan Chase & Co. (JPM),Financial Services
"1133 Innovation Way,Sunnyvale, CA 94089,United States","9,950",1971,Mr. Rami  Rahim,1.71M,"Pres, CEO & Director",1971,Mr. Kenneth Bradley Miller,836.3k,"Exec. VP, CFO & Treasurer",1962,Mr. Brian Michael Martin,736.2k,"Sr. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 4; Compensation: 2.,Communication Equipment,"Juniper Networks, Inc. (JNPR)",Technology
"427 West 12th Street,Kansas City, MO 64105,United States","6,522",1958,Mr. Patrick J. Ottensmeyer,2.8M,"CEO, Pres & Director",1961,Mr. Michael W. Upchurch,1.14M,Exec. VP & CFO,1970,Mr. Jeffrey M. Songer,1.15M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 2; Compensation: 4.,Railroads,Kansas City Southern (KSU),Industrials
"One Kellogg Square,Battle Creek, MI 49016-3599,United States",,1965,Mr. Steven A. Cahillane,3.39M,"Chairman, CEO & Pres",1969,Mr. Amit  Banati,2.52M,"Sr. VP, CFO & Principal Financial Officer",1964,Mr. Gary H. Pilnick,1.79M,"Vice Chairman of Corp. Devel., Chief Legal Officer & Sec.",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 9; Compensation: 2.,Packaged Foods,Kellogg Company (K),Consumer Defensive
"Key Tower,127 Public Square,Cleveland, OH 44114-1306,United States","17,029",1961,Mr. Christopher Marrott Gorman,2.16M,"Chairman, Pres & CEO",1960,Mr. Donald R. Kimble Jr.,2.01M,CFO & Chief Admin. Officer,1967,Ms. Amy G. Brady,1.6M,Chief Information Officer & Exec. VP,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 3; Compensation: 1.,Banks—Regional,KeyCorp (KEY),Financial Services
"1400 Fountaingrove Parkway,Santa Rosa, CA 95403-1738,United States","13,900",1959,Mr. Ronald S. Nersesian,2.64M,"Exec. Chairman, CEO & Pres",1969,Mr. Neil P. Dougherty,1.3M,Sr. VP & CFO,1973,Mr. Satish  Dhanasekaran,1.32M,Sr. VP & COO,The pillar scores are Audit: 2; Board: 7; Shareholder Rights: 9; Compensation: 3.,Scientific & Technical Instruments,"Keysight Technologies, Inc. (KEYS)",Technology
"PO Box 619100,Dallas, TX 75261,United States",,1964,Mr. Michael D. Hsu,4.3M,Chairman & CEO,1967,Ms. Maria G.  Henry,2.12M,Sr. VP & CFO,1971,Mr. Jeffrey P. Melucci,1.52M,Chief Transformation of Bus. Devel. & Legal Officer,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 5; Compensation: 3.,Household & Personal Products,Kimberly-Clark Corporation (KMB),Consumer Defensive
"500 North Broadway,Suite 201,Jericho, NY 11753,United States",502,1929,Mr. Milton  Cooper,1.99M,Co-Founder & Exec. Chairman,1981,Mr. Conor C. Flynn,3.7M,CEO & Director,1983,Mr. Ross  Cooper,1.51M,Pres & Chief Investment Officer,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 8; Compensation: 1.,REIT—Retail,Kimco Realty Corporation (KIM),Real Estate
"One Technology Drive,Milpitas, CA 95035,United States","10,600",1960,Mr. Richard P. Wallace,4.53M,"Pres, CEO & Exec. Director",1970,Mr. Bren D. Higgins,1.77M,Exec. VP & CFO,1974,Mr. Ahmad A. Khan,1.8M,Pres of Semiconductor Process Control,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 6; Compensation: 5.,Semiconductor Equipment & Materials,KLA Corporation (KLAC),Technology
"1001 Louisiana Street,Suite 1000,Houston, TX 77002,United States","10,524",1962,Mr. Steven J. Kean,1,CEO & Director,1970,Ms. Kimberly Allen Dang,1.86M,Pres & Director,1979,Mr. David Patrick Michels,980.15k,VP & CFO,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 6; Compensation: 6.,Oil & Gas Midstream,"Kinder Morgan, Inc. (KMI)",Energy
"One PPG Place,Pittsburgh, PA 15222,United States","37,000",1966,Mr. Miguel  Patricio,2.55M,Chief Exec. Officer,1975,Mr. Paulo Luiz Araujo Basilio,1.81M,Global Chief Financial Officer,1974,Ms. Rashida K. La Lande,1.47M,"Sr. VP, Global Gen. Counsel, Head of ESG & Gov. Affairs and Corp. Sec.",The pillar scores are Audit: 10; Board: 1; Shareholder Rights: 3; Compensation: 10.,Packaged Foods,The Kraft Heinz Company (KHC),Consumer Defensive
"1014 Vine Street,Cincinnati, OH 45202,United States","500,000",1961,Mr. William Rodney McMullen,3.67M,Chairman & CEO,1972,Mr. Gary  Millerchip,1.18M,Sr. VP & CFO,1959,Mr. Michael J. Donnelly,2.22M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 7; Compensation: 6.,Grocery Stores,The Kroger Co. (KR),Consumer Defensive
"Three Limited Parkway,Columbus, OH 43230,United States","25,500",1937,Mr. Leslie H. Wexner,2.19M,Founder & Chairman Emeritus,1963,Mr. Stuart B. Burgdoerfer,2.32M,"Exec. VP, CFO & Interim CEO of VS Newco",1957,Mr. Charles C. McGuigan,3.34M,COO and CEO & Pres of Mast Global,The pillar scores are Audit: 10; Board: 9; Shareholder Rights: 5; Compensation: 6.,Apparel Retail,"L Brands, Inc. (LB)",Consumer Cyclical
"1025 West NASA Boulevard,Melbourne, FL 32919,United States","48,000",1963,Mr. William M. Brown,3.87M,Exec. Chairman & CEO,1961,"Mr. Christopher E. Kubasik CPA, CPA",8.43M,"Vice Chairman, Pres & COO",1969,Mr. Jesus  Malave Jr.,1.36M,Sr. VP & CFO,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 5; Compensation: 7.,Aerospace & Defense,"L3Harris Technologies, Inc. (LHX)",Industrials
"358 South Main Street,Burlington, NC 27215,United States","70,000",1965,Mr. Adam H. Schechter,1.79M,"Pres, CEO & Chairman",1961,Mr. Glenn A. Eisenberg,1.46M,CFO & Exec. VP,1963,Mr. Lance V. Berberian,876.62k,Exec. VP and Chief Information & Technology Officer,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 1; Compensation: 5.,Diagnostics & Research,Laboratory Corporation of America Holdings (LH),Healthcare
"4650 Cushing Parkway,Fremont, CA 94538,United States","12,200",1967,Mr. Timothy M. Archer,2.48M,"Pres, CEO & Director",1967,Mr. Douglas R. Bettinger,1.27M,"Exec. VP, CFO & Chief Accounting Officer",1952,Dr. Richard A. Gottscho,1.11M,Exec. VP & CTO,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 2; Compensation: 2.,Semiconductor Equipment & Materials,Lam Research Corporation (LRCX),Technology
"599 South Rivershore Lane,Eagle, ID 83616,United States","7,700",1966,Mr. Thomas P. Werner,2.44M,"Pres, CEO & Director",1960,Mr. Robert M. McNutt,1.13M,Sr. VP & CFO,1966,Ms. Sharon L. Miller,1.03M,Sr. VP & GM of Global Bus. Unit,The pillar scores are Audit: 5; Board: 2; Shareholder Rights: 6; Compensation: 7.,Packaged Foods,"Lamb Weston Holdings, Inc. (LW)",Consumer Defensive
"3355 Las Vegas Boulevard South,Las Vegas, NV 89109,United States","44,500",1956,Mr. Robert Glen Goldstein,8.33M,Chairman & CEO,1975,Mr. Patrick  Dumont,2.41M,"Pres, COO & Director",1980,Mr. D. Zachary Hudson,1.1M,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 9; Compensation: 10.,Resorts & Casinos,Las Vegas Sands Corp. (LVS),Consumer Cyclical
"No. 1 Leggett Road,Carthage, MO 64836,United States","20,000",1958,Mr. Karl G. Glassman,3.91M,Chairman & CEO,1966,Mr. J. Mitchell Dolloff,1.75M,"Pres, COO, Pres of Bedding Products Segment & Director",1970,Mr. Jeffrey L. Tate,642.2k,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 9; Compensation: 4.,"Furnishings, Fixtures & Appliances","Leggett & Platt, Incorporated (LEG)",Consumer Cyclical
"11951 Freedom Drive,Reston, VA 20190,United States","34,000",1957,Mr. Roger A. Krone,3.37M,Chairman & CEO,1959,Mr. James C. Reagan,1.44M,Exec. VP & CFO,1956,Mr. Jerald S. Howe Jr.,1.19M,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 3; Compensation: 5.,Information Technology Services,"Leidos Holdings, Inc. (LDOS)",Technology
"700 Northwest 107th Avenue,Miami, FL 33172,United States","9,495",1958,Mr. Stuart A. Miller,8.75M,Exec. Chairman,1960,Mr. Jonathan M. Jaffe,6.66M,"Co-CEO, Co-Pres & Director",1959,Mr. Richard  Beckwitt,7.51M,"Co-CEO, Co-Pres & Director",The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 6.,Residential Construction,Lennar Corporation (LEN),Consumer Cyclical
"Lilly Corporate Center,Indianapolis, IN 46285,United States","34,960",1968,Mr. David A. Ricks,4.4M,"Chairman, CEO & Pres",1973,Dr. Daniel M. Skovronsky,2.14M,"Sr. VP, Chief Scientific Officer & Pres of Lilly Research Labs",1970,Mr. Joshua L. Smiley,2.13M,Exec. Officer,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 9; Compensation: 2.,Drug Manufacturers—General,Eli Lilly and Company (LLY),Healthcare
"150 North Radnor Chester Road,Suite A305,Radnor, PA 19087,United States",,1950,Mr. Dennis Robert Glass,5.39M,"Pres, CEO & Director",1963,"Mr. Randal Jay Freitag FSA, MAAA",2.32M,"Exec. VP, CFO & Head of Individual Life",1964,"Ms. Ellen Gail Cooper C.F.A., F.S.A.",1.85M,Exec. VP & Chief Investment Officer,The pillar scores are Audit: 2; Board: 3; Shareholder Rights: 1; Compensation: 9.,Insurance—Life,Lincoln National Corporation (LNC),Financial Services
"The Priestley Centre,10 Priestley Road Surrey Research Park,Guildford GU2 7XY,United Kingdom",,1956,Mr. Stephen F. Angel,5.61M,CEO & Director,1972,Mr. Matthew J. White,2.05M,Exec. VP & CFO,1964,Mr. Sanjiv  Lamba,2.19M,Exec. VP & COO,The pillar scores are Audit: 2; Board: 8; Shareholder Rights: 4; Compensation: 2.,Specialty Chemicals,Linde plc (LIN),Basic Materials
"9348 Civic Center Drive,Beverly Hills, CA 90210,United States","10,500",1966,Mr. Michael  Rapino,14.56M,"Pres, CEO & Director",1965,Mr. Joe  Berchtold,4.03M,Pres,1967,Ms. Kathy  Willard,1.97M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 8; Compensation: 9.,Entertainment,"Live Nation Entertainment, Inc. (LYV)",Communication Services
"500 West Madison Street,Suite 2800,Chicago, IL 60661,United States","51,000",1952,Mr. Joseph M. Holsten,1.27M,Exec. Chairman,1958,Mr. Dominick P. Zarcone,3.43M,"Pres, CEO & Director",1972,Mr. Varun  Laroyia,1.48M,Exec. VP & CFO,The pillar scores are Audit: 2; Board: 3; Shareholder Rights: 3; Compensation: 8.,Auto Parts,LKQ Corporation (LKQ),Consumer Cyclical
"6801 Rockledge Drive,Bethesda, MD 20817,United States","114,000",1954,Ms. Marillyn A. Hewson,13.06M,Exec. Chairman,1961,Mr. James D. Taiclet Jr.,155k,"Pres, CEO & Director",1961,Mr. Kenneth R. Possenriede,4M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 6; Compensation: 1.,Aerospace & Defense,Lockheed Martin Corporation (LMT),Industrials
"667 Madison Avenue,New York, NY 10065-8087,United States","12,200",1949,Mr. Andrew H. Tisch,3.73M,Co-Chairman,1954,Mr. Jonathan M. Tisch,4.12M,Co-Chairman,1953,Mr. James S. Tisch,4.82M,"Pres, CEO & Director",The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 5; Compensation: 8.,Insurance—Property & Casualty,Loews Corporation (L),Financial Services
"1000 Loweâs Boulevard,Mooresville, NC 28117,United States","300,000",1965,Mr. Marvin R. Ellison,3.14M,"Pres, CEO & Director",1965,Mr. David M. Denton,1.47M,"Exec. VP, CFO & Principal Financial Officer",1970,Ms. Seemantini  Godbole,1.1M,Exec. VP & Chief Information Officer,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 3; Compensation: 3.,Home Improvement Retail,"Lowe's Companies, Inc. (LOW)",Consumer Cyclical
"100 CenturyLink Drive,Monroe, LA 71203,United States",,1961,Mr. Jeffrey K. Storey,5.4M,"Pres, CEO & Director",1972,Mr. Indraneel  Dev,1.49M,Exec. VP & CFO,1966,Mr. Stacey W. Goff,1.32M,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 5; Board: 2; Shareholder Rights: 8; Compensation: 9.,Telecom Services,"Lumen Technologies, Inc. (LUMN)",Communication Services
"1221 McKinney Street,Suite 300,Houston, TX 77010,United States",,1967,Mr. Bhavesh V. Patel,3.61M,CEO & Director,1965,Mr. Michael C. McMurray,1.07M,Exec. VP & CFO,1964,Mr. Torkel  Rhenman,1.17M,"Exec. VP of Intermediates, Derivatives & Refining",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 2; Compensation: 1.,Specialty Chemicals,LyondellBasell Industries N.V. (LYB),Basic Materials
"One M&T Plaza,Buffalo, NY 14203,United States",,1965,Mr. RenÃ© F. Jones CPA,2.35M,Chairman & CEO,1961,Mr. Richard S. Gold,1.73M,"Pres, COO & Director",1970,Mr. Darren J. King,1.53M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 6; Compensation: 6.,Banks—Regional,M&T Bank Corporation (MTB),Financial Services
"5555 San Felipe Street,Houston, TX 77056-2723,United States","2,000",1962,Mr. Lee M. Tillman,3.44M,"Chairman, Pres & CEO",1961,Mr. Dane E. Whitehead,1.27M,Exec. VP & CFO,1965,Mr. Patrick J. Wagner,1.21M,Exec. VP of Corp. Devel. & Strategy,The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 4; Compensation: 2.,Oil & Gas E&P,Marathon Oil Corporation (MRO),Energy
"539 South Main Street,Findlay, OH 45840,United States",,1959,Mr. Michael J. Hennigan,4.31M,"Pres, CEO & Director",1969,Mr. Timothy T. Griffith,3.58M,Pres of Speedway LLC,1964,Ms. Maryann T. Mannen,,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 9; Compensation: 1.,Oil & Gas Refining & Marketing,Marathon Petroleum Corporation (MPC),Energy
"55 Hudson Yards,Floor 15,New York, NY 10001,United States",606,1960,Mr. Richard Mitchell McVey,507k,Chairman & CEO,1968,Mr. Christopher R. Concannon,2.01M,"Pres, COO & Director",1962,Mr. Antonio Louis DeLise,1.18M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 4; Compensation: 1.,Capital Markets,MarketAxess Holdings Inc. (MKTX),Financial Services
"10400 Fernwood Road,Bethesda, MD 20817,United States","174,000",1959,Mr. Arne M. Sorenson,5.02M,"Pres, CEO & Director (Leave of Absence)",1961,Ms. Kathleen Kelly Oberg,1.68M,Exec. VP & CFO,1969,Ms. Stephanie Coleman Linnartz,1.7M,"Group Pres of Consumer Operations, Technology & Emerging Bus.es",The pillar scores are Audit: 10; Board: 7; Shareholder Rights: 9; Compensation: 3.,Lodging,"Marriott International, Inc. (MAR)",Consumer Cyclical
"1166 Avenue of the Americas,New York, NY 10036-2774,United States","76,000",1960,Mr. Daniel S. Glaser,8.36M,"Pres, CEO & Director",1968,Mr. Mark Christopher McGivney,2.96M,Chief Financial Officer,1964,Mr. John Quinlan Doyle,5.09M,Vice Chair,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 3; Compensation: 6.,Insurance Brokers,"Marsh & McLennan Companies, Inc. (MMC)",Financial Services
"2710 Wycliff Road,Raleigh, NC 27607-3033,United States",,1963,Mr. C. Howard Nye,2.83M,"Chairman, CEO & Pres",1971,Mr. James A. J. Nickolas,1.08M,Sr. VP & CFO,1959,Ms. Roselyn R. Bar,1.23M,"Exec. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 8; Compensation: 6.,Building Materials,"Martin Marietta Materials, Inc. (MLM)",Basic Materials
"17450 College Parkway,Livonia, MI 48152,United States","18,000",1963,Mr. Keith J. Allman,,"CEO, Pres & Director",1968,Mr. John G. Sznewajs,1.23M,VP & CFO,1966,Mr. Jai  Shah,935.86k,Group Pres,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 9; Compensation: 6.,Building Products & Equipment,Masco Corporation (MAS),Industrials
"2000 Purchase Street,Purchase, NY 10577,United States",,1960,Mr. Ajaypal S. Banga,7.15M,Exec. Chairman,1968,Mr. Michael  Miebach,2.54M,CEO & Director,1971,Mr. Sachin  Mehra,1.65M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 8; Compensation: 1.,Credit Services,Mastercard Incorporated (MA),Financial Services
"24 Schilling Road,Suite 1,Hunt Valley, MD 21031,United States","13,000",1958,Mr. Lawrence E. Kurzius,6.17M,"Chairman, Pres & CEO",1965,Mr. Michael R. Smith,1.96M,Exec. VP & CFO,1960,Mr. Malcolm S. Swift,1.82M,Chief Admin. Officer & Pres of Global Flavor Solutions for EMEA,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 10; Compensation: 8.,Packaged Foods,"McCormick & Company, Incorporated (MKC)",Consumer Defensive
"160 Rio Robles,San Jose, CA 95134,United States","7,115",1958,Mr. TunÃ§  Doluca,2.1M,"Pres, CEO & Director",1965,Mr. Brian C. White,1.01M,"CFO, Chief Accounting Officer & Sr. VP",1960,Mr. Vivek  Jain,863.2k,Sr. VP of Technology & Manufacturing Group,The pillar scores are Audit: 2; Board: 3; Shareholder Rights: 8; Compensation: 6.,Semiconductors,"Maxim Integrated Products, Inc. (MXIM)",Technology
"110 North Carpenter Street,Chicago, IL 60607,United States",,1969,Mr. Christopher J. Kempczinski,2.73M,"Pres, CEO & Director",1963,Mr. Kevin M. Ozan,2.21M,Exec. VP & CFO,1969,Mr. Ian Frederick Borden,1.75M,Pres of International,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 5; Compensation: 6.,Restaurants,McDonald's Corporation (MCD),Consumer Cyclical
"6555 State Highway 161,Irving, TX 75039,United States","80,000",1967,Mr. Brian S. Tyler,5.56M,CEO & Director,1969,Mr. Britt J. Vitalone,2.3M,Exec. VP & CFO,1962,Ms. Lori A. Schechter,2.71M,"Exec. VP, Chief Legal Officer & Gen. Counsel",The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 3; Compensation: 7.,Medical Distribution,McKesson Corporation (MCK),Healthcare
"20 On Hatch,Lower Hatch Street,Dublin 2,Ireland","90,000",1970,Mr. Geoffrey Straub Martha,1.68M,CEO & Chairman,1965,Ms. Karen L. Parkhill,1.81M,Exec. VP & CFO,1956,Mr. Bradley E. Lerman,1.74M,"Sr. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 7; Compensation: 2.,Medical Devices,Medtronic plc (MDT),Healthcare
"2000 Galloping Hill Road,Kenilworth, NJ 07033,United States",,1955,Mr. Kenneth C. Frazier,6.64M,"Chairman, Pres & CEO",1967,Mr. Robert M. Davis,3.29M,Exec. VP of Global Services & CFO,1978,Ms. Jennifer L. Zachary,2.47M,"Exec. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 2; Compensation: 2.,Drug Manufacturers—General,"Merck & Co., Inc. (MRK)",Healthcare
"200 Park Avenue,New York, NY 10166-0188,United States",,1964,Mr. Michel Abbas Khalaf,5.79M,"CEO, Pres & Director",1974,Mr. John Dennis McCallion CPA,3.46M,Exec. VP & CFO,1970,Mr. Bill  Pappas,2.3M,Exec. VP and Head of Global Technology & Operations,The pillar scores are Audit: 5; Board: 2; Shareholder Rights: 5; Compensation: 5.,Insurance—Life,"MetLife, Inc. (MET)",Financial Services
"1900 Polaris Parkway,Columbus, OH 43240,United States","14,900",1967,Mr. Olivier A.  Filliol,3.18M,"Pres, CEO & Director",1969,Mr. Shawn P. Vadala,667.69k,Chief Financial Officer,1968,Mr. Peter  Aggersbjerg,610.13k,Head of Divisions & Operations,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 4; Compensation: 7.,Diagnostics & Research,Mettler-Toledo International Inc. (MTD),Healthcare
"3600 Las Vegas Boulevard South,Las Vegas, NV 89109,United States",,1958,Mr. William Joseph Hornbuckle IV,3.54M,"Pres, CEO & Director",1964,Mr. Corey Ian Sanders,3.14M,COO & Treasurer,1967,Mr. John M. McManus Esq.,1.78M,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 1; Compensation: 10.,Resorts & Casinos,MGM Resorts International (MGM),Consumer Cyclical
"2355 West Chandler Boulevard,Chandler, AZ 85224-6199,United States","18,000",1956,Mr. Stephen  Sanghi,1.75M,CEO & Chairman,1960,Mr. Ganesh  Moorthy,705.49k,"Pres, COO & Director",1971,Mr. James Eric Bjornholt,359.51k,Sr. VP & CFO,The pillar scores are Audit: 5; Board: 10; Shareholder Rights: 2; Compensation: 8.,Semiconductors,Microchip Technology Incorporated (MCHP),Technology
"8000 South Federal Way,Boise, ID 83716-9632,United States","40,000",1959,Mr. Sanjay  Mehrotra,5M,"CEO, Pres & Director",1969,Mr. David A. Zinsner,1.57M,Sr. VP & CFO,1972,Mr. Manish H. Bhatia,2.21M,Exec. VP of Global Operations,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 1; Compensation: 8.,Semiconductors,"Micron Technology, Inc. (MU)",Technology
"One Microsoft Way,Redmond, WA 98052-6399,United States","163,000",1967,Mr. Satya  Nadella,13.6M,CEO & Director,1959,Mr. Bradford L. Smith,4.27M,Pres & Chief Legal Officer,1972,Ms. Amy E. Hood,4.83M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 1; Compensation: 5.,Software—Infrastructure,Microsoft Corporation (MSFT),Technology
"6815 Poplar Avenue,Suite 500,Germantown, TN 38138,United States",,1957,Mr. H. Eric Bolton Jr.,3.07M,"Chairman, Pres & CEO",1967,Mr. Albert M. Campbell III,1.45M,Exec. VP & CFO,1969,Mr. Thomas L. Grimes Jr.,1.65M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 1; Compensation: 2.,REIT—Residential,"Mid-America Apartment Communities, Inc. (MAA)",Real Estate
"160 South Industrial Boulevard,Calhoun, GA 30701,United States","41,800",1955,Mr. Jeffrey S. Lorberbaum,,Chairman & CEO,1956,Mr. William Christopher Wellborn,1.66M,"Pres, COO & Director",1955,Mr. Frank H. Boykin,,Chief Financial Officer,The pillar scores are Audit: 2; Board: 1; Shareholder Rights: 2; Compensation: 6.,"Furnishings, Fixtures & Appliances","Mohawk Industries, Inc. (MHK)",Consumer Cyclical
"1801 California Street,Suite 4600,Denver, CO 80202,United States","17,700",1963,Mr. Gavin D. K. Hattersley,2.19M,"Pres, CEO & Director",1967,Ms. Tracey I. Joubert,1.28M,Chief Financial Officer,1967,Mr. E. Lee Reichert,1.03M,Chief Legal & Gov. Affairs Officer and Sec.,The pillar scores are Audit: 10; Board: 10; Shareholder Rights: 10; Compensation: 5.,Beverages—Brewers,Molson Coors Beverage Company (TAP),Consumer Defensive
"905 West Fulton Market,Suite 200,Chicago, IL 60607,United States","79,000",1961,Mr. Dirk  Van de Put,6.46M,Chairman & CEO,1970,Mr. Luca  Zaramella,2.49M,Exec. VP & CFO,1969,Mr. Maurizio  Brusadelli,2.28M,"Exec. VP and Pres of Asia Pacific, Middle East & Africa",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 3; Compensation: 3.,Confectioners,"Mondelez International, Inc. (MDLZ)",Consumer Defensive
"1 Monster Way,Corona, CA 92879,United States","1,273",1950,Mr. Rodney Cyril Sacks,1.48M,Co-CEO & Chairman,1953,Mr. Hilton H. Schlosberg,1.44M,Co-CEO & Vice Chairman,1954,Mr. Thomas J. Kelly,713.78k,"CFO, Exec. VP of Fin., Controller & Sec. of MEC",The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 4; Compensation: 9.,Beverages—Non-Alcoholic,Monster Beverage Corporation (MNST),Consumer Defensive
"7 World Trade Center,250 Greenwich Street,New York, NY 10007,United States","11,397",1970,Mr. Robert Scott Fauber,2.18M,"Pres, CEO, COO & Director",1980,Mr. Mark Bradley Kaye,1.34M,Sr. VP & CFO,1961,Mr. John J. Goggins,1.11M,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 3; Compensation: 4.,Financial Data & Stock Exchanges,Moody's Corporation (MCO),Financial Services
"1585 Broadway,New York, NY 10036,United States","68,097",1958,Mr. James Patrick Gorman,7.92M,Chairman & CEO,1969,Mr. Jonathan M. Pruzan,8.26M,"CFO, Head of Corp. Strategy & Exec. VP",1968,Mr. Robert Patrick Rooney,5.54M,"Head of Technology, Operations & Firm Resilience",The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 5; Compensation: 6.,Capital Markets,Morgan Stanley (MS),Financial Services
